idade,sexo,dependentes,escolaridade,estado_civil,salario_anual,tipo_cartao,meses_de_relacionamento,qtd_produtos,iteracoes_12m,meses_inativo_12m,limite_credito,valor_transacoes_12m,qtd_transacoes_12m,predicao_credito
54,0,3,3,2,0,0,44,5,2,3,2921.8,2612.04,33,1
42,0,3,0,0,1,0,30,4,3,2,10136.95,4429.31,78,0
52,0,3,0,2,0,0,36,4,3,2,2187.26,4222.71,61,0
60,0,0,2,0,0,0,48,3,3,2,3302.61,4613.5,85,0
40,1,3,2,1,3,0,29,3,1,2,30997.82,3821.78,81,0
48,0,1,2,0,0,0,38,5,0,2,2578.93,4077.81,78,0
51,0,1,2,2,0,0,32,5,3,3,1438.88,2585.97,45,1
48,1,3,1,0,3,0,37,3,2,3,3034.57,4172.74,66,0
46,0,1,2,0,0,0,40,4,2,2,1438.73,4692.03,91,0
50,0,2,1,0,4,0,36,6,4,2,2611.33,4232.28,80,0
54,0,2,4,2,1,0,43,5,2,3,2222.48,3960.37,79,0
37,0,2,1,1,0,0,30,3,4,3,3328.36,2196.53,47,1
43,0,3,2,2,0,0,36,2,2,2,2440.72,1533.39,42,1
54,0,4,3,0,4,0,48,3,2,2,9723.27,4043.12,76,0
60,0,1,1,0,0,0,55,4,0,1,2346.08,4592.18,90,0
51,1,2,1,2,2,1,36,3,3,6,26142.89,3969.78,78,0
39,0,4,0,0,4,0,36,3,4,2,12405.65,3151.77,39,1
47,1,1,0,0,3,0,36,4,4,3,17655.99,3692.49,79,0
51,0,2,2,2,0,0,33,3,4,1,4941.21,3822.63,50,0
30,0,1,2,1,0,0,19,6,2,1,1644.32,2533.16,44,1
34,0,2,1,0,4,0,24,6,3,3,3095.87,3901.02,77,0
60,0,0,1,3,0,0,36,4,1,3,3828.26,4470.8,58,0
49,0,2,2,0,0,0,36,6,2,2,2182.59,5377.33,86,0
51,1,2,2,0,2,0,42,3,2,3,13906.98,3856.28,68,0
50,1,1,0,2,3,0,36,6,2,3,10588.39,4623.01,84,0
32,0,2,4,0,0,0,16,3,2,3,2973.27,3769.07,78,0
50,0,2,4,2,4,0,36,5,4,2,4045.66,2438.32,41,1
40,1,4,1,2,3,0,36,3,2,3,2165.98,3672.71,64,0
34,0,2,1,2,0,0,29,5,2,2,5845.51,2308.77,35,1
50,1,2,2,0,4,0,37,6,4,3,15341.33,2916.53,65,0
45,1,4,3,2,2,0,26,6,2,2,3035.49,4275.14,67,0
45,0,3,0,0,4,0,25,4,1,2,1986.28,4303.64,59,0
45,0,3,3,2,0,0,37,4,1,3,4602.78,3520.59,66,0
43,0,5,2,0,0,0,36,5,4,3,2689.08,1941.11,53,1
65,1,0,2,0,1,0,54,5,4,1,9383.29,5783.01,73,0
47,0,4,1,0,0,0,37,4,2,3,1438.19,4422.69,59,0
42,0,2,2,0,0,0,23,4,3,2,1443.24,2092.5,38,1
51,0,4,1,0,0,0,39,3,1,2,2847.34,3672.36,59,0
44,1,5,0,0,3,0,37,4,3,2,15638.62,4396.25,83,0
43,1,2,4,2,4,0,36,3,2,3,10700.52,4054.19,68,0
44,0,2,1,0,0,0,36,5,4,2,1438.9,1944.61,36,1
50,0,1,4,2,1,0,41,6,3,3,1694.1,2349.76,42,1
53,0,3,0,1,4,0,36,4,6,3,7939.26,2269.94,42,1
42,0,3,1,0,0,0,35,3,2,2,2555.15,4193.15,79,0
55,0,2,2,0,0,0,36,3,2,1,2850.96,4320.58,85,0
59,1,1,0,0,2,0,51,6,4,2,8973.86,4699.81,72,0
58,0,1,2,0,1,0,53,3,1,3,6960.84,3112.06,79,0
60,0,2,3,2,0,0,41,6,2,2,4167.81,5039.62,85,0
49,0,2,2,2,4,0,36,4,2,3,5099.78,3819.04,82,0
42,0,4,1,1,4,0,36,3,1,3,2782.76,4669.33,93,0
44,0,3,1,2,0,0,27,3,4,1,1480.55,5245.43,80,0
56,1,1,0,0,3,0,45,4,3,1,5070.09,3651.72,76,0
52,1,2,2,0,3,0,41,3,1,3,2757.5,3992.65,76,0
54,1,2,2,2,3,0,43,6,2,3,5774.08,4444.23,70,0
55,1,2,1,2,2,0,44,6,3,6,6054.33,3998.04,80,0
57,1,1,2,0,2,0,43,3,1,3,19090.52,4712.94,88,0
43,0,2,2,2,0,0,31,6,3,3,2069.25,4117.21,70,0
47,0,4,1,2,0,0,37,3,3,1,2447.7,4784.65,75,0
56,0,1,2,2,0,0,47,6,2,1,3022.63,4390.2,82,0
44,0,2,1,2,0,0,36,5,3,1,4473.43,4047.06,56,0
54,0,1,4,3,0,0,43,4,4,6,5267.72,4196.97,81,0
37,1,3,1,0,3,0,29,6,4,2,7199.88,4552.48,100,0
49,0,2,1,2,0,0,38,3,2,4,1438.6,4497.35,79,0
51,0,2,2,0,0,0,43,5,2,3,3245.39,1977.05,29,1
47,0,5,2,0,1,0,40,4,4,3,3888.52,4377.21,88,0
45,0,5,2,2,4,0,40,3,2,2,14728.36,4660.94,85,0
38,0,4,0,0,1,0,31,4,2,3,1438.89,1986.97,52,1
48,1,4,2,0,1,0,43,2,2,3,11272.08,1455.23,34,1
49,0,3,1,3,0,0,36,4,3,3,2705.52,4265.81,87,0
41,1,4,1,2,3,0,27,4,4,2,12270.45,4578.39,67,0
54,0,2,2,0,0,0,43,6,4,1,3006.99,5177.66,66,0
39,1,2,2,0,3,0,36,6,4,2,7901.74,3667.71,66,0
38,1,0,0,0,3,0,29,3,2,3,5983.04,4141.33,65,0
64,1,0,3,0,1,0,53,6,2,3,7362.8,4065.68,65,0
55,1,2,4,0,3,0,36,6,3,3,3046.28,3153.41,57,0
50,1,2,2,2,4,0,40,3,1,1,34516.23,4054.24,75,0
55,0,1,4,2,4,0,39,1,3,3,12972.75,2238.88,36,1
44,0,5,1,0,4,0,37,3,1,1,17785.63,3890.94,72,0
55,1,2,0,0,4,0,49,6,4,3,3029.93,2394.85,50,0
58,1,0,1,1,4,0,36,4,2,2,9097.34,4174.74,85,0
51,0,2,2,0,0,0,44,6,4,1,1438.67,4488.84,84,0
58,1,3,2,3,3,0,46,3,3,1,2375.13,4769.35,80,0
47,0,3,1,3,0,0,36,5,2,2,8109.42,1835.76,43,1
53,0,1,4,0,1,0,43,5,0,1,2618.41,4198.88,68,0
42,0,3,2,2,4,0,30,3,1,2,3549.78,3921.05,63,0
45,1,5,1,0,0,0,36,4,1,2,2718.16,3542.7,59,0
60,0,0,1,2,0,0,51,6,2,1,2230.59,4929.24,61,0
42,0,3,3,0,0,0,36,3,4,3,3802.42,2165.78,36,1
55,0,2,2,2,0,0,43,6,3,2,2736.93,4078.33,85,0
51,0,2,0,2,0,0,37,3,1,2,2258.22,4368.07,75,0
51,0,1,1,2,0,0,39,5,2,3,1438.29,2492.52,35,1
65,1,2,2,0,0,0,36,4,3,2,2954.48,1909.98,28,1
50,1,4,1,2,3,0,31,6,2,3,11882.31,3291.99,62,0
49,0,3,2,2,0,0,36,5,4,3,1438.41,4205.87,88,0
38,0,2,1,0,0,0,25,6,2,2,1438.5,4093.87,73,0
54,0,3,4,0,0,0,36,4,2,2,2778.74,4515.76,74,0
54,0,1,0,2,0,0,42,3,4,5,2474.19,4884.93,80,0
54,0,3,2,0,1,0,43,6,4,3,5632.01,3557.58,64,0
49,0,3,1,0,4,0,38,1,4,2,11025.32,1902.26,28,1
43,0,1,1,0,0,0,38,3,3,3,2642.3,4780.49,88,0
43,1,2,1,2,3,0,28,5,3,6,30357.21,4435.66,68,0
57,0,1,2,1,0,0,47,6,1,6,2201.81,4256.16,70,0
46,0,2,2,2,0,0,42,1,4,0,2002.41,2423.8,39,1
43,0,3,0,3,4,0,36,3,2,3,8777.41,4551.52,83,0
53,0,2,2,0,0,0,36,3,4,3,2575.71,2423.56,43,1
43,0,3,4,0,1,0,24,3,4,3,5182.79,5235.41,92,0
49,1,2,2,2,2,0,42,3,2,3,3783.02,4383.35,82,0
51,1,3,2,2,4,0,40,3,3,5,34516.33,3847.63,74,0
46,0,3,0,3,0,0,41,2,4,1,1515.09,3894.9,60,0
56,0,3,0,2,0,0,47,6,4,3,2865.77,3441.02,66,0
46,0,4,1,0,1,0,34,6,1,2,2711.4,4795.37,65,0
54,0,2,2,0,0,0,47,3,3,2,2342.0,3406.74,57,0
51,1,1,0,0,3,0,45,6,3,1,13287.1,3851.51,75,0
33,0,3,1,2,0,0,20,5,3,1,1438.13,4530.64,72,0
41,1,3,0,3,1,0,33,4,4,3,1639.97,2242.01,44,1
55,1,3,1,2,2,0,49,3,4,1,5668.43,3382.78,56,0
55,1,1,2,0,4,0,41,3,4,4,24542.77,984.52,24,1
41,0,3,1,2,0,0,29,6,1,3,1959.56,4275.71,61,0
50,0,1,2,0,0,0,37,3,4,2,1838.5,2461.07,47,1
36,0,2,1,3,0,0,36,5,4,2,3111.79,2367.13,41,1
39,0,0,0,0,0,0,27,4,3,3,3927.73,4230.41,93,0
38,0,1,2,2,0,0,26,5,1,1,4345.39,4770.25,62,0
46,0,2,1,3,0,0,39,5,2,2,3003.88,4378.77,96,0
40,0,1,0,0,0,0,36,4,2,3,1438.95,2294.94,40,1
58,1,1,2,0,2,0,46,6,1,3,2541.29,4552.11,82,0
43,0,4,2,0,0,0,36,5,2,3,2422.8,2437.34,44,1
56,0,2,2,0,0,0,43,1,4,2,1440.67,2141.06,40,1
58,1,4,3,0,3,0,47,6,0,3,26108.55,3677.07,70,0
29,0,1,2,0,0,0,36,3,4,2,2516.44,2321.78,36,1
48,0,4,4,1,1,0,35,4,2,3,3646.84,1970.0,38,1
61,0,0,2,0,1,0,55,6,2,1,2214.84,4478.87,77,0
51,1,2,3,0,3,0,43,5,3,3,11862.98,4101.72,88,0
44,0,3,3,2,4,0,36,3,4,1,8729.38,5348.0,96,0
35,0,2,2,0,4,0,29,3,1,1,2423.47,4651.47,69,0
48,0,3,2,1,0,0,36,5,2,3,4073.62,2059.84,43,1
26,1,0,1,2,0,0,36,5,4,2,9916.73,3477.23,65,0
39,0,1,1,2,0,0,29,4,4,2,1438.15,4222.26,65,0
38,1,2,3,2,3,0,36,3,3,3,6452.14,4835.09,84,0
51,0,1,4,0,0,0,45,5,1,3,1952.2,2452.08,44,1
37,0,2,2,2,0,0,36,6,4,5,1438.01,4803.81,64,0
53,0,2,4,0,4,0,49,3,2,2,4500.19,4579.21,78,0
53,0,2,0,0,0,0,41,4,2,1,2252.75,4201.0,68,0
39,0,2,2,0,0,0,36,3,3,2,2370.54,4000.26,79,0
56,0,4,0,0,1,0,44,3,2,2,2610.22,4127.35,69,0
52,0,4,2,2,0,0,41,3,3,3,2294.29,3904.67,76,0
51,0,2,1,1,4,0,36,4,4,3,5062.93,4243.79,102,0
43,0,3,2,2,0,0,30,5,2,2,2415.55,3970.86,68,0
51,0,1,0,0,0,0,45,3,3,3,2918.6,3818.26,61,0
53,0,2,1,0,0,0,36,5,4,1,2708.09,4812.59,83,0
54,0,3,0,2,0,0,36,5,4,1,3666.32,4735.87,84,0
36,0,4,0,2,1,0,30,3,1,3,1438.53,4591.47,74,0
53,0,0,0,2,0,0,41,3,4,3,1438.02,1587.31,42,1
39,0,3,2,1,4,0,36,4,3,3,2809.09,2466.64,40,1
46,1,3,1,2,3,0,31,5,4,2,26303.72,3586.14,67,0
56,1,2,1,0,3,0,46,6,3,2,15982.35,4503.93,80,0
40,0,4,1,2,4,0,25,6,1,2,25060.84,3749.27,61,0
42,0,3,0,0,1,0,29,6,2,3,1545.55,4477.85,62,0
43,0,5,1,0,0,0,38,6,2,2,1438.89,4469.99,85,0
43,1,1,4,3,2,0,37,4,4,3,4112.05,4446.68,75,0
47,0,3,1,2,0,0,27,3,0,3,1451.43,3866.6,72,0
49,0,4,1,0,4,0,42,5,2,3,16424.98,4025.1,79,0
48,0,4,2,2,0,0,41,5,4,3,2340.53,4751.46,83,0
47,0,4,1,2,0,0,34,5,4,3,1926.9,4385.82,71,0
48,1,3,4,2,1,0,36,3,4,2,2954.14,2433.6,29,1
36,0,2,0,2,1,0,36,4,2,3,1848.64,2775.53,33,1
47,0,3,2,2,4,0,38,5,4,1,1634.52,4397.77,72,0
49,0,3,2,0,0,0,36,4,4,1,4328.61,3421.16,61,0
51,0,3,0,2,0,0,32,6,3,3,2943.26,4554.37,75,0
54,0,2,2,2,0,0,46,4,3,3,2611.89,4899.34,68,0
43,0,4,1,0,0,0,37,5,3,1,2419.14,3888.85,63,0
49,0,1,1,2,1,0,38,5,2,2,5481.05,3380.46,73,0
40,0,4,2,0,0,0,25,4,1,1,2129.88,3655.7,70,0
40,1,3,2,2,2,0,27,6,4,2,9026.93,2229.84,37,0
48,1,2,2,3,1,0,43,5,2,2,1761.56,4410.73,73,0
60,1,1,2,2,0,0,36,1,4,3,3316.63,1684.07,19,1
50,0,1,4,0,4,0,46,6,3,4,1970.13,2493.34,44,1
46,0,4,0,2,0,0,41,6,1,3,1438.09,4200.79,86,0
35,0,3,2,2,4,0,29,3,1,3,2278.21,5101.29,76,0
65,1,1,2,0,1,0,56,6,4,2,13364.04,4548.96,54,0
52,1,3,1,0,2,0,36,5,2,2,2801.69,4926.36,90,0
44,1,2,1,0,4,0,36,6,1,3,28292.94,3948.16,60,0
35,0,4,3,2,0,0,31,3,4,3,2933.04,5089.45,71,0
45,1,3,1,2,3,0,36,6,2,3,21630.73,4584.15,84,0
56,0,1,2,2,0,0,45,4,2,1,3132.93,4412.27,73,0
50,0,1,0,2,1,0,43,4,4,3,2961.76,4056.84,92,0
52,0,3,1,2,4,0,39,3,2,3,4173.64,2554.67,47,1
37,0,1,0,0,4,0,28,4,2,3,2458.52,4627.83,90,0
44,1,2,3,2,2,0,36,5,4,3,12229.92,4284.67,75,0
35,0,3,1,2,0,0,21,3,1,1,2272.56,4614.93,75,0
42,1,4,2,2,4,0,37,3,4,2,6953.58,3700.32,80,0
48,0,4,3,2,1,0,37,3,2,6,1792.08,4120.26,78,0
47,0,4,4,0,0,0,36,3,2,2,2765.72,4990.54,80,0
43,0,4,2,2,0,0,29,6,3,2,2895.65,2473.95,42,1
39,0,1,2,0,0,0,34,3,4,1,6904.61,3485.72,84,0
39,1,2,0,2,1,0,30,5,3,3,2220.07,2859.7,55,1
48,0,3,0,2,0,0,34,5,2,2,1495.77,3878.59,63,0
42,0,5,2,2,0,0,37,5,3,2,2541.36,4698.93,88,0
34,0,3,1,0,4,0,19,6,2,1,7531.06,3833.57,71,0
47,0,4,4,3,4,0,29,5,1,2,8644.45,4272.56,59,0
43,0,4,3,0,1,0,36,6,1,3,1531.92,4152.22,77,0
50,0,2,1,2,0,0,32,3,4,3,2884.69,4486.41,93,0
55,0,2,2,0,4,0,36,4,2,3,10241.05,2513.93,47,1
50,0,1,4,0,1,0,38,3,4,1,4182.06,4693.82,82,0
44,0,1,1,0,0,0,25,3,4,2,3101.25,2512.27,37,1
54,0,3,2,0,0,0,36,5,2,4,4542.62,4011.79,70,0
40,0,3,3,0,0,0,22,4,4,2,3372.28,4209.66,72,0
40,1,2,1,1,2,0,36,3,2,1,3099.86,3622.03,75,0
41,0,3,0,1,4,0,31,3,2,1,2416.33,4163.94,73,0
52,0,2,2,2,0,0,48,3,4,2,5299.12,4509.13,79,0
41,0,4,1,0,0,0,35,3,4,1,2138.23,4785.3,85,0
47,0,1,2,2,0,0,35,6,4,2,1850.88,2613.29,41,1
53,0,1,3,3,1,0,35,4,3,3,3585.23,4806.25,81,0
48,0,4,2,2,1,0,32,6,3,1,2690.36,4567.83,81,0
62,1,0,1,3,3,0,56,5,2,3,29100.83,5041.39,74,0
59,1,2,2,0,1,0,53,4,4,5,2699.09,2599.28,43,1
41,1,3,0,2,3,0,35,6,1,2,8376.44,4142.34,67,0
50,1,3,2,0,1,0,39,4,1,3,13509.97,3702.11,64,0
38,0,3,1,2,0,0,36,4,4,2,2396.33,4593.63,74,0
50,1,1,4,2,3,0,36,5,3,3,18964.85,3835.32,78,0
40,0,5,1,2,0,0,30,3,2,2,2114.43,4518.06,88,0
39,0,4,2,0,0,0,36,5,4,3,1623.78,4423.85,65,0
40,0,1,0,1,0,0,30,6,1,2,2579.93,4300.33,69,0
41,1,4,1,0,2,0,34,5,4,2,5045.39,2042.88,40,1
35,0,0,1,2,0,0,36,4,4,3,2089.08,2707.2,51,1
48,0,5,2,2,1,0,43,4,3,1,2866.47,4615.18,72,0
49,1,4,2,2,3,0,38,6,3,6,9738.32,4816.23,49,0
55,1,2,4,2,2,0,36,5,1,1,4370.27,4326.4,74,0
58,1,3,2,0,3,0,36,6,3,2,3355.94,4578.21,84,0
43,0,2,0,0,1,0,38,4,2,2,5070.9,4193.9,67,0
35,0,2,1,2,0,0,36,4,0,2,2572.7,4315.09,85,0
40,0,3,1,0,0,0,31,4,3,2,2016.61,4379.51,78,0
55,0,1,1,3,0,0,36,4,2,2,3552.8,2665.2,36,1
43,0,3,2,0,0,0,36,6,3,3,2325.39,2306.25,47,1
46,0,4,0,3,0,0,37,3,4,1,2533.33,3197.9,50,0
48,0,3,0,0,1,0,36,5,2,3,3871.63,5480.51,58,0
32,0,0,1,0,0,0,20,5,5,1,3983.38,3098.79,46,1
61,0,0,1,2,4,0,36,6,3,2,2035.84,4802.91,85,0
53,0,1,2,0,0,0,39,4,4,3,1773.02,4087.57,74,0
42,0,3,2,1,0,0,28,6,4,2,2029.61,4014.77,86,0
45,1,2,0,0,4,0,33,6,2,3,15490.59,2429.16,50,1
56,0,2,2,0,1,0,48,6,2,2,2941.51,5000.18,87,0
42,0,4,1,3,0,0,32,3,2,1,2314.46,4678.9,74,0
40,0,4,2,0,0,0,24,5,1,2,4212.72,2725.07,41,1
57,1,2,1,2,3,0,36,6,3,3,6248.68,4664.47,60,0
40,1,2,0,1,1,0,35,3,1,1,2430.84,4344.99,75,0
48,1,4,2,0,3,0,38,5,3,2,5543.43,5266.03,79,0
42,0,3,1,2,1,0,37,4,2,3,2470.39,4384.21,82,0
49,0,4,4,0,1,0,39,5,1,3,3255.63,4045.04,62,0
44,0,4,2,2,1,0,31,4,5,3,1691.32,2345.3,33,1
43,1,4,4,3,2,0,28,3,4,2,18229.75,2060.44,39,1
48,0,3,2,0,4,0,40,3,4,4,2827.12,4583.39,72,0
43,0,2,1,1,0,0,30,4,4,2,2351.85,4278.86,71,0
45,0,2,1,2,0,0,36,6,3,1,4202.5,4385.09,78,0
40,0,1,0,2,0,0,36,6,2,3,4712.25,4216.07,82,0
53,1,3,2,0,3,0,36,4,1,3,2611.9,2955.93,56,0
38,0,2,2,0,0,0,28,6,1,2,3206.82,3852.12,65,0
39,0,2,0,0,0,0,36,4,3,2,5245.53,3648.62,74,0
39,1,3,0,2,2,0,27,6,1,2,2583.5,4162.83,87,0
59,0,0,1,3,4,0,55,4,3,3,1438.32,4222.23,75,0
40,1,3,4,2,4,0,36,4,4,2,7464.24,4348.89,62,0
54,0,3,1,2,4,0,36,6,2,1,4928.42,4767.0,90,0
46,0,3,1,1,0,0,34,4,4,2,9863.65,3068.57,58,0
44,0,3,3,3,0,0,39,6,3,1,5024.51,4908.44,73,0
44,0,3,2,0,0,0,38,4,3,1,1438.33,4287.14,80,0
44,0,4,1,2,1,0,36,6,3,3,1452.55,2287.12,42,1
50,0,5,2,2,4,0,34,5,2,5,3317.76,4264.93,75,0
39,0,2,1,0,0,0,27,1,3,3,1438.08,2336.55,46,1
37,0,2,0,0,0,0,22,4,4,2,2448.96,4087.68,81,0
49,0,3,2,0,0,0,44,4,4,2,1546.66,4496.03,83,0
36,0,3,1,0,1,0,22,1,1,3,2013.84,2425.21,50,1
53,0,3,2,2,1,0,42,6,2,1,2293.12,4436.83,74,0
52,1,3,2,0,2,0,40,3,1,1,1438.21,4791.26,82,0
53,0,3,2,2,0,0,36,3,3,3,2819.91,2128.81,39,1
37,1,4,4,0,2,0,31,6,0,3,1702.23,4301.65,86,0
52,0,1,2,2,1,0,45,5,1,1,1611.57,4087.7,86,0
49,0,2,2,2,1,0,35,4,1,1,1438.36,4348.86,79,0
39,0,4,2,0,0,0,29,5,0,3,2863.02,4985.35,90,0
39,0,1,2,2,1,0,36,4,4,1,3272.22,4763.86,86,0
42,0,2,2,0,0,0,36,6,4,1,2677.49,3911.38,76,0
40,0,2,2,2,0,0,26,3,1,2,2708.5,4277.76,90,0
41,0,3,4,0,0,0,31,4,1,2,1738.18,4220.39,68,0
46,0,2,2,3,1,0,35,6,1,2,6145.41,4893.83,93,0
45,0,2,0,2,0,0,36,4,3,1,1640.09,4597.85,77,0
38,0,3,1,0,4,0,21,5,3,1,2348.81,5125.14,71,0
53,0,3,2,2,0,0,48,5,2,1,1657.56,4068.74,73,0
37,0,3,1,2,4,0,30,5,3,3,4554.36,4816.06,81,0
52,1,3,3,3,4,0,47,5,3,6,5119.76,5146.46,88,0
39,0,2,3,0,4,0,35,6,2,2,10600.79,4586.84,81,0
49,1,3,4,3,3,0,39,2,4,3,20769.53,1835.43,43,1
50,1,1,2,2,4,0,23,5,1,2,7116.4,4748.68,85,0
51,0,3,1,0,4,0,45,4,4,3,2420.79,4348.93,86,0
54,0,1,0,0,0,0,43,5,4,2,2082.1,4383.37,75,0
44,0,4,4,3,0,0,34,5,2,2,2718.97,4423.18,68,0
50,1,2,0,0,2,0,46,6,4,2,5626.73,4957.4,84,0
49,0,5,1,1,1,0,40,6,2,4,2920.77,2306.15,39,1
59,1,0,4,2,3,0,46,5,2,4,6526.83,2331.14,45,1
37,0,1,0,0,1,0,27,4,2,2,1793.72,2374.04,40,1
47,0,3,2,0,0,0,36,4,4,1,2798.65,4255.24,64,0
52,0,2,0,1,0,0,32,6,4,3,2427.85,3857.77,69,0
55,0,2,2,2,1,0,48,4,1,1,3011.92,4439.86,75,0
41,0,3,3,2,4,0,35,6,4,2,2255.04,4717.36,83,0
40,0,2,0,0,4,0,30,6,4,3,6479.91,2539.05,42,1
41,0,4,1,1,0,0,37,5,4,1,7492.92,3668.53,67,0
48,0,2,2,2,0,0,41,6,3,1,3632.9,4339.72,86,0
38,0,2,0,0,0,0,28,5,3,1,1744.52,4811.19,86,0
52,0,2,1,2,4,0,36,5,1,3,5905.47,4042.05,80,0
37,0,2,1,0,1,0,24,4,4,1,2573.6,4289.8,81,0
45,1,0,2,2,3,0,37,4,2,3,9654.89,4221.1,67,0
41,1,4,1,3,1,0,24,4,2,2,1605.99,4418.49,68,0
49,0,4,2,0,0,1,37,1,2,2,10195.35,1563.58,36,1
49,1,3,3,0,2,2,36,5,1,3,34516.6,3847.39,73,0
43,1,4,1,0,2,0,34,5,3,3,10573.13,2237.14,43,1
47,0,2,3,0,0,0,40,4,3,3,1789.84,4191.11,90,0
26,0,0,2,0,4,0,36,3,2,3,7595.86,4080.21,72,0
51,1,3,3,0,1,0,45,4,0,3,3272.53,4220.84,74,0
33,0,0,1,0,0,0,26,6,3,1,2382.25,4011.81,68,0
52,1,2,4,2,3,0,36,6,1,4,1981.4,4639.45,61,0
51,1,2,4,0,4,0,45,4,2,2,22294.0,3444.83,71,0
49,0,4,0,2,0,0,43,5,4,3,2574.18,4134.18,62,0
30,0,0,0,0,0,0,20,3,4,3,2112.47,4729.45,78,0
65,0,0,2,0,0,0,56,3,2,2,5441.58,4480.46,76,0
43,0,3,2,2,1,0,32,3,4,2,4391.94,4741.47,78,0
42,0,5,3,0,0,0,28,4,2,3,3044.44,4854.67,85,0
57,1,1,0,2,1,0,45,3,2,3,2721.18,4578.65,81,0
62,0,0,2,0,1,0,56,6,2,1,4467.3,4007.27,74,0
48,1,4,3,0,3,0,31,6,3,1,5033.57,4054.91,82,0
61,0,1,0,3,0,0,50,5,2,1,8604.35,4705.41,65,0
43,0,2,0,0,0,0,36,4,2,3,2325.51,4471.66,83,0
60,0,0,4,0,0,0,42,5,3,3,2758.43,5124.2,74,0
45,1,1,1,2,3,0,34,3,2,2,9705.69,2001.7,34,0
41,0,0,0,2,0,0,31,4,4,2,2685.95,4625.46,94,0
60,0,2,3,0,0,0,54,5,2,3,2694.54,3837.5,71,0
40,0,4,0,0,1,0,29,5,3,2,1554.77,2341.61,43,1
63,0,0,2,0,0,0,48,5,1,2,1438.42,3383.82,61,0
42,0,4,2,0,1,0,35,4,3,3,1786.8,4306.52,73,0
48,1,3,4,1,2,0,36,3,4,3,2648.61,3880.77,74,0
44,1,3,1,0,1,0,33,3,2,2,2477.83,4349.89,69,0
51,0,1,4,2,4,0,45,6,1,2,7336.18,3812.41,67,0
42,1,3,0,0,3,1,32,3,3,3,34516.34,3748.56,62,0
46,0,4,2,2,0,0,30,3,1,3,2479.32,4562.64,86,0
42,0,4,1,0,4,0,36,3,3,3,9396.08,4301.19,71,0
44,0,2,1,3,0,0,34,3,2,2,2561.37,4869.69,70,0
43,0,2,3,2,0,0,36,5,3,2,4020.97,1952.11,39,1
43,1,3,2,2,2,1,30,4,4,3,25856.84,3303.65,70,0
50,0,2,1,0,0,0,38,5,2,4,7398.53,4311.69,73,0
51,1,3,0,0,3,1,38,5,4,3,34516.88,4544.37,80,0
52,0,1,2,0,4,0,47,6,3,1,4058.23,4388.41,72,0
51,0,2,3,2,0,0,25,4,3,3,3042.48,4781.74,79,0
60,0,1,0,0,0,0,36,5,2,2,2688.86,4183.7,71,0
38,0,2,2,2,4,0,33,4,3,3,3388.62,1959.63,52,1
43,0,4,0,0,1,0,36,3,2,3,4902.48,4508.97,69,0
45,0,4,2,2,4,0,37,4,1,2,3241.95,4992.35,80,0
48,0,2,4,2,1,0,34,3,4,1,5069.06,4055.79,66,0
43,1,3,2,1,3,0,36,5,3,2,13625.09,3902.42,62,0
46,1,1,4,0,2,0,32,5,3,2,8766.47,2263.07,35,1
50,1,1,3,0,1,0,41,3,1,1,2800.65,4869.09,90,0
34,0,4,2,0,4,0,21,6,2,3,9005.68,5223.49,89,0
56,1,2,0,2,2,0,36,4,1,3,2713.97,4027.03,67,0
53,0,5,4,0,0,0,38,3,3,2,1438.0,1935.26,47,1
47,0,4,0,0,1,0,39,3,0,1,1746.38,4543.03,75,0
49,1,3,2,0,3,0,41,3,4,3,2930.21,4041.93,75,0
47,0,4,1,2,0,0,36,6,4,1,2178.88,5363.78,76,0
35,0,1,0,2,4,0,23,3,1,3,1438.78,3995.64,82,0
42,0,4,4,2,0,0,34,5,2,3,2021.13,4642.57,97,0
52,0,1,1,0,0,0,47,3,4,3,1842.78,2650.33,43,1
49,1,3,1,0,4,0,29,5,2,2,18284.83,4846.83,92,0
41,1,2,2,2,3,2,33,5,2,3,34516.31,4161.05,71,0
42,0,2,2,0,0,0,36,5,4,3,1696.32,4397.1,70,0
52,1,2,1,3,2,0,40,4,3,1,7215.31,4409.21,75,0
52,0,0,1,2,0,0,37,3,2,1,1793.79,3989.09,62,0
52,0,2,0,2,1,0,44,3,1,3,5731.75,4751.26,85,0
44,0,2,1,2,0,0,33,3,2,2,2417.2,1848.65,38,1
48,0,3,3,0,1,0,37,6,1,3,1438.91,5035.06,76,0
51,1,2,2,0,2,0,40,4,2,2,21800.26,3820.85,62,0
53,0,3,0,2,0,0,41,3,2,3,1547.65,2312.55,43,1
46,0,4,1,2,0,0,38,3,2,3,1485.09,4198.81,65,0
44,1,2,1,2,1,0,38,4,3,1,2505.74,4333.63,77,0
49,0,4,1,3,1,0,35,3,2,3,2631.58,4691.87,92,0
48,0,4,1,3,0,0,36,5,2,2,2700.22,2396.89,49,1
48,1,4,3,0,2,0,30,4,2,2,3307.41,4006.65,68,0
38,0,3,1,1,4,0,33,6,3,2,29638.94,3429.75,78,0
34,0,1,4,0,0,0,26,3,5,2,2066.61,2157.6,37,1
46,0,4,2,0,0,0,26,6,3,1,1859.53,4260.74,72,0
45,1,2,1,0,2,0,34,5,1,1,13362.51,4155.67,79,0
33,0,2,1,0,0,0,17,4,4,3,2431.02,4327.63,74,0
